Category,Metric,varianta_9.3.1 Mean,variantb_9.4.0-rc-1 Mean,varianta_9.3.1 P50,variantb_9.4.0-rc-1 P50,varianta_9.3.1 P90,variantb_9.4.0-rc-1 P90,Unit
:feature:setting:compileDebugKotlin,Total Gradle task time,3491.1,3431.4,3478,3426,4175,4026,ms
:feature:setting:compileDebugKotlin,Remove duplicate classes,4.42,5.26,4,5,8,9,ms
:feature:setting:compileDebugKotlin,Run compilation,3247.3,3199.02,3233,3205,3862,3760,ms
:feature:setting:compileDebugKotlin,Compiler code analysis,1215.4,1202.32,1169,1176,1527,1582,ms
:feature:setting:compileDebugKotlin,Start gradle worker,3.46,3.52,3,3,7,8,ms
:feature:setting:compileDebugKotlin,Clear jar cache,1.79,1.73,1,1,6,3,ms
:feature:setting:compileDebugKotlin,Compiler code generation,664.42,624.56,660,600,855,807,ms
:feature:setting:compileDebugKotlin,Compiler initialization time,65.6,67.3,58,56,99,93,ms
:feature:setting:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,30.22,32.62,30,33,49,48,ms
:feature:setting:compileDebugKotlin,Compiler translation to IR,804.88,793.5,789,791,993,983,ms
:feature:setting:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,38.28,41.62,38,41,56,63,ms
:feature:setting:compileDebugKotlin,Spent time before task action,86.98,73.84,76,74,108,104,ms
:feature:setting:compileDebugKotlin,Run compilation in Gradle worker,3270.3,3222.66,3251,3229,3889,3789,ms
:feature:setting:compileDebugKotlin,Load current classpath snapshot,5.58,6.02,5,5,9,10,ms
:feature:setting:compileDebugKotlin,Sources compilation round,3071.94,2998.52,3083,2979,3681,3554,ms
:feature:setting:compileDebugKotlin,Connect to Kotlin daemon,19.48,19.92,15,15,26,25,ms
:feature:setting:compileDebugKotlin,Compiler IR lowering,389.52,359.32,380,345,509,450,ms
:feature:setting:compileDebugKotlin,Update caches,9.18,10.76,9,10,14,16,ms
:feature:setting:compileDebugKotlin,Compiler backend,274.34,264.82,271,246,354,369,ms
:feature:setting:compileDebugKotlin,Calculate output size,2.64,2.52,2,2,5,4,ms
:feature:setting:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:setting:compileDebugKotlin,Analysis lines per second,374,382,378,376,471,480,
:feature:setting:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:setting:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:feature:setting:compileDebugKotlin,Number of classpath entries,104,104,104,104,104,104,
:feature:setting:compileDebugKotlin,Number of lines analyzed,442,442,442,442,442,442,
:feature:setting:compileDebugKotlin,Code generation lines per second,690,735,670,736,926,943,
:feature:setting:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,103,103,103,103,103,103,
:feature:setting:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:setting:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:setting:compileDebugKotlin,Total size of the cache directory,567.1,567.1,567,567,567,567,KB
:feature:setting:compileDebugKotlin,Size of shrunk classpath snapshot,45.4,45.4,45,45,45,45,KB
:feature:setting:compileDebugKotlin,Size of classpath snapshot,5.8,5.8,6,6,6,6,MB
:feature:setting:compileDebugKotlin,Save shrunk current classpath snapshot,2.14,3.92,2,3,5,7,ms
:feature:setting:compileDebugKotlin,Store build info,3.0,1.0,4,1,4,1,ms
:feature:share:compileDebugKotlin,Task action before worker execution,17.22,17.2,18,15,25,28,ms
:feature:share:compileDebugKotlin,Incremental compilation in daemon,3044.48,2943.4,3047,2881,3619,3594,ms
:feature:share:compileDebugKotlin,Total Gradle task time,3285.46,3200.1,3221,3105,3931,3812,ms
:feature:share:compileDebugKotlin,Remove duplicate classes,5.12,5.38,5,5,8,8,ms
:feature:share:compileDebugKotlin,Run compilation,3067.5,2979.78,3062,2929,3649,3617,ms
:feature:share:compileDebugKotlin,Compiler code analysis,1053.7,1012.68,1047,1009,1267,1249,ms
:feature:share:compileDebugKotlin,Start gradle worker,4.12,2.18,2,1,4,4,ms
:feature:share:compileDebugKotlin,Clear jar cache,1.95,6.19,2,2,4,5,ms
:feature:share:compileDebugKotlin,Compiler code generation,685.26,686.64,671,633,910,921,ms
:feature:share:compileDebugKotlin,Compiler initialization time,75.68,64.32,74,64,105,87,ms
:feature:share:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,33.38,38.88,36,35,51,46,ms
:feature:share:compileDebugKotlin,Compiler translation to IR,790.46,751.14,759,735,1016,973,ms
:feature:share:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,42.56,48.28,44,45,62,57,ms
:feature:share:compileDebugKotlin,Spent time before task action,54.08,56.72,50,52,79,82,ms
:feature:share:compileDebugKotlin,Run compilation in Gradle worker,3083.16,2998.1,3072,2949,3666,3629,ms
:feature:share:compileDebugKotlin,Load current classpath snapshot,5.96,6.42,6,7,9,9,ms
:feature:share:compileDebugKotlin,Sources compilation round,2870.7,2762.8,2874,2711,3427,3399,ms
:feature:share:compileDebugKotlin,Connect to Kotlin daemon,11.42,11.56,11,10,19,21,ms
:feature:share:compileDebugKotlin,Compiler IR lowering,380.36,389.06,366,367,516,534,ms
:feature:share:compileDebugKotlin,Update caches,10.28,10.46,10,10,16,15,ms
:feature:share:compileDebugKotlin,Compiler backend,304.34,297.08,298,293,406,397,ms
:feature:share:compileDebugKotlin,Calculate output size,2.5,2.18,2,1,5,4,ms
:feature:share:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:share:compileDebugKotlin,Analysis lines per second,401,415,389,404,518,541,
:feature:share:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:share:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:feature:share:compileDebugKotlin,Number of classpath entries,109,109,109,109,109,109,
:feature:share:compileDebugKotlin,Number of lines analyzed,408,408,408,408,408,408,
:feature:share:compileDebugKotlin,Code generation lines per second,619,622,608,644,828,821,
:feature:share:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,108,108,108,108,108,108,
:feature:share:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:share:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:share:compileDebugKotlin,Total size of the cache directory,568.3,568.3,568,568,568,568,KB
:feature:share:compileDebugKotlin,Size of shrunk classpath snapshot,43.2,43.2,43,43,43,43,KB
:feature:share:compileDebugKotlin,Size of classpath snapshot,6.1,6.1,6,6,6,6,MB
:feature:share:compileDebugKotlin,Save shrunk current classpath snapshot,2.47,2.93,2,3,5,5,ms
:feature:share:compileDebugKotlin,Store build info,5.25,3.17,5,3,9,5,ms
:feature:share:compileDebugKotlin,Clear output,1.0,1.67,1,1,1,3,ms
:feature:status:compileDebugKotlin,Task action before worker execution,19.76,27.22,20,20,31,32,ms
:feature:status:compileDebugKotlin,Incremental compilation in daemon,3289.32,3296.44,3247,3232,3798,3872,ms
:feature:status:compileDebugKotlin,Total Gradle task time,3568.76,3584.98,3600,3550,4114,4255,ms
:feature:status:compileDebugKotlin,Remove duplicate classes,5.14,6.02,5,6,10,9,ms
:feature:status:compileDebugKotlin,Run compilation,3322.1,3333.26,3292,3294,3824,3895,ms
:feature:status:compileDebugKotlin,Compiler code analysis,1093.84,1086.68,1028,1067,1305,1274,ms
:feature:status:compileDebugKotlin,Start gradle worker,2.48,2.8,2,3,5,6,ms
:feature:status:compileDebugKotlin,Clear jar cache,2.53,2.69,2,2,5,5,ms
:feature:status:compileDebugKotlin,Compiler code generation,739.38,748.88,745,759,956,919,ms
:feature:status:compileDebugKotlin,Compiler initialization time,71.3,73.12,72,67,94,103,ms
:feature:status:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,33.34,43.98,34,36,46,54,ms
:feature:status:compileDebugKotlin,Compiler translation to IR,904.64,908.44,916,878,1135,1171,ms
:feature:status:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,42.42,53.9,44,46,56,65,ms
:feature:status:compileDebugKotlin,Spent time before task action,64.52,62.18,61,58,93,86,ms
:feature:status:compileDebugKotlin,Run compilation in Gradle worker,3343.18,3358.26,3313,3324,3841,3913,ms
:feature:status:compileDebugKotlin,Load current classpath snapshot,6.12,7.1,6,7,10,11,ms
:feature:status:compileDebugKotlin,Sources compilation round,3109.82,3111.3,3083,3078,3568,3639,ms
:feature:status:compileDebugKotlin,Connect to Kotlin daemon,15.52,18.78,15,14,23,25,ms
:feature:status:compileDebugKotlin,Compiler IR lowering,416.34,420.9,424,425,518,548,ms
:feature:status:compileDebugKotlin,Update caches,9.22,10.1,9,10,14,16,ms
:feature:status:compileDebugKotlin,Compiler backend,322.56,327.46,318,324,407,402,ms
:feature:status:compileDebugKotlin,Calculate output size,2.6,2.71,2,1,6,6,ms
:feature:status:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:status:compileDebugKotlin,Analysis lines per second,349,354,364,351,418,451,
:feature:status:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:status:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:feature:status:compileDebugKotlin,Number of classpath entries,109,109,109,109,109,109,
:feature:status:compileDebugKotlin,Number of lines analyzed,375,375,375,375,375,375,
:feature:status:compileDebugKotlin,Code generation lines per second,534,519,503,494,757,721,
:feature:status:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,108,108,108,108,108,108,
:feature:status:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:status:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:status:compileDebugKotlin,Total size of the cache directory,570.7,570.7,571,571,571,571,KB
:feature:status:compileDebugKotlin,Size of shrunk classpath snapshot,40.7,40.7,41,41,41,41,KB
:feature:status:compileDebugKotlin,Size of classpath snapshot,6.1,6.1,6,6,6,6,MB
:feature:status:compileDebugKotlin,Save shrunk current classpath snapshot,2.91,4.33,3,4,6,8,ms
:feature:status:compileDebugKotlin,Clear output,1.0,,1,,1,,ms
:feature:status:compileDebugKotlin,Clear outputs on rebuild,1.0,2.0,1,2,1,2,ms
:feature:sync:compileDebugKotlin,Task action before worker execution,24.12,29.64,23,27,33,38,ms
:feature:sync:compileDebugKotlin,Incremental compilation in daemon,3224.5,3193.9,3170,3227,3805,3806,ms
:feature:sync:compileDebugKotlin,Total Gradle task time,3514.28,3486.96,3432,3516,4111,4099,ms
:feature:sync:compileDebugKotlin,Remove duplicate classes,6.66,5.58,7,6,10,8,ms
:feature:sync:compileDebugKotlin,Run compilation,3255.44,3224.36,3198,3249,3832,3827,ms
:feature:sync:compileDebugKotlin,Compiler code analysis,1094.2,1095.62,1066,1086,1352,1393,ms
:feature:sync:compileDebugKotlin,Start gradle worker,2.88,4.02,3,4,6,8,ms
:feature:sync:compileDebugKotlin,Compiler code generation,695.56,691.18,681,643,860,886,ms
:feature:sync:compileDebugKotlin,Compiler initialization time,58.66,52.26,55,52,88,73,ms
:feature:sync:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,37.18,34.24,37,36,52,47,ms
:feature:sync:compileDebugKotlin,Compiler translation to IR,831.08,847.2,831,819,972,1008,ms
:feature:sync:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,48.36,43.5,47,45,66,57,ms
:feature:sync:compileDebugKotlin,Spent time before task action,71.16,85.02,72,76,93,109,ms
:feature:sync:compileDebugKotlin,Clear output,1.5,1.0,2,1,2,1,ms
:feature:sync:compileDebugKotlin,Run compilation in Gradle worker,3278.04,3243.04,3221,3264,3853,3841,ms
:feature:sync:compileDebugKotlin,Load current classpath snapshot,7.96,6.6,7,6,13,11,ms
:feature:sync:compileDebugKotlin,Sources compilation round,3027.34,3022.66,2977,3053,3591,3600,ms
:feature:sync:compileDebugKotlin,Save shrunk current classpath snapshot,3.47,3.5,3,3,7,9,ms
:feature:sync:compileDebugKotlin,Connect to Kotlin daemon,18.3,14.12,15,14,27,21,ms
:feature:sync:compileDebugKotlin,Compiler IR lowering,393.32,398.52,397,386,511,514,ms
:feature:sync:compileDebugKotlin,Update caches,10.04,9.4,10,9,16,19,ms
:feature:sync:compileDebugKotlin,Compiler backend,301.68,292.14,281,289,376,373,ms
:feature:sync:compileDebugKotlin,Calculate output size,2.2,2.63,1,1,4,5,ms
:feature:sync:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:sync:compileDebugKotlin,Analysis lines per second,356,358,358,351,430,452,
:feature:sync:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:sync:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:feature:sync:compileDebugKotlin,Number of classpath entries,109,109,109,109,109,109,
:feature:sync:compileDebugKotlin,Number of lines analyzed,382,382,382,382,382,382,
:feature:sync:compileDebugKotlin,Code generation lines per second,584,575,561,594,795,748,
:feature:sync:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,108,108,108,108,108,108,
:feature:sync:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:sync:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:sync:compileDebugKotlin,Total size of the cache directory,564.7,564.7,565,565,565,565,KB
:feature:sync:compileDebugKotlin,Size of shrunk classpath snapshot,43.7,43.7,44,44,44,44,KB
:feature:sync:compileDebugKotlin,Size of classpath snapshot,6.1,6.1,6,6,6,6,MB
:feature:sync:compileDebugKotlin,Clear jar cache,2.33,2.54,1,3,5,5,ms
:feature:sync:compileDebugKotlin,Clear outputs on rebuild,1.0,2.0,1,2,1,2,ms
:feature:sync:compileDebugKotlin,Store build info,3.0,3.5,3,3,3,6,ms
:model:contact-login:compileDebugKotlin,Task action before worker execution,12.54,11.44,9,8,23,21,ms
:model:contact-login:compileDebugKotlin,Incremental compilation in daemon,1767.62,1715.02,1619,1577,2228,2143,ms
:model:contact-login:compileDebugKotlin,Total Gradle task time,1949.86,1879.16,1814,1714,2576,2424,ms
:model:contact-login:compileDebugKotlin,Remove duplicate classes,5.7,5.3,5,5,10,9,ms
:model:contact-login:compileDebugKotlin,Run compilation,1780.98,1727.22,1634,1586,2297,2166,ms
:model:contact-login:compileDebugKotlin,Compiler code analysis,524.88,544.5,496,472,685,749,ms
:model:contact-login:compileDebugKotlin,Compiler code generation,375.26,355.72,350,327,463,502,ms
:model:contact-login:compileDebugKotlin,Compiler initialization time,52.98,47.72,45,40,82,84,ms
:model:contact-login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,32.76,27.44,26,25,45,36,ms
:model:contact-login:compileDebugKotlin,Compiler translation to IR,521.78,474.8,463,439,675,643,ms
:model:contact-login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,72.94,66.4,64,61,107,88,ms
:model:contact-login:compileDebugKotlin,Spent time before task action,75.54,57.02,50,35,145,118,ms
:model:contact-login:compileDebugKotlin,Run compilation in Gradle worker,1788.36,1735.04,1643,1593,2304,2187,ms
:model:contact-login:compileDebugKotlin,Load current classpath snapshot,37.74,36.68,34,33,57,48,ms
:model:contact-login:compileDebugKotlin,Sources compilation round,1621.76,1574.4,1494,1455,2082,2013,ms
:model:contact-login:compileDebugKotlin,Connect to Kotlin daemon,5.0,5.68,4,4,8,11,ms
:model:contact-login:compileDebugKotlin,Compiler IR lowering,220.54,205.04,199,187,335,252,ms
:model:contact-login:compileDebugKotlin,Update caches,4.14,4.02,3,3,7,6,ms
:model:contact-login:compileDebugKotlin,Compiler backend,154.24,150.2,137,137,222,231,ms
:model:contact-login:compileDebugKotlin,Calculate output size,1.7,1.54,1,1,4,3,ms
:model:contact-login:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:model:contact-login:compileDebugKotlin,Analysis lines per second,1055,1042,1071,1127,1307,1293,
:model:contact-login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:model:contact-login:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:model:contact-login:compileDebugKotlin,Number of classpath entries,147,147,147,147,147,147,
:model:contact-login:compileDebugKotlin,Number of lines analyzed,532,532,532,532,532,532,
:model:contact-login:compileDebugKotlin,Code generation lines per second,1483,1553,1517,1626,1828,1895,
:model:contact-login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,98,98,98,98,98,98,
:model:contact-login:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,49,49,49,49,49,49,
:model:contact-login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:model:contact-login:compileDebugKotlin,Total size of the cache directory,609.9,609.9,610,610,610,610,KB
:model:contact-login:compileDebugKotlin,Size of shrunk classpath snapshot,65.7,65.7,66,66,66,66,KB
:model:contact-login:compileDebugKotlin,Size of classpath snapshot,8.5,8.5,9,9,9,9,MB
